ID,Sample Index,Column,Row Index,Column Index,Component Index,Prediction,more extreme bagging estimators,Input,Standard Deviations
215_Si,215,Si,69,2,,0.05565,0.13,0.01,0.47327104
696_Mn,696,Mn,61,1,,0.0685,0.14,0.19,1.7057357
569_Elong/%,569,Elong/%,23,16,,11.927511,0.14,9.0,1.5260948
249_N,249,N,81,7,,0.004825,0.14,0.0,1.4981962
596_Si,596,Si,30,2,,0.118499994,0.14,0.3,1.49807
167_N,167,N,54,7,,0.0040249997,0.14,0.0,1.4824392
693_UTS/MPa,693,UTS/MPa,59,15,,1912.1246,0.14,2129.0,1.4707661
704_Co,704,Co,64,9,,11.228229674733662,0.14,15.3,1.4695533133012302
161_Co,161,Co,52,9,,14.197180081557763,0.14,12.5,1.4424362416881322
841_Elong/%,841,Elong/%,107,16,,9.774799,0.14,13.0,1.4079567
550_Al,550,Al,14,11,,0.31669999938458204,0.14,0.71,1.3889108634871026
423_Ti,423,Ti,120,12,,0.033166666,0.14,0.01,1.3343811
579_N,579,N,24,7,,0.002355,0.14,0.0,1.3060226
354_N,354,N,111,7,,0.00198,0.14,0.0,1.3042697
253_W,253,W,84,10,,0.06232500182930254,0.14,0.0,1.292917025150365
620_W,620,W,36,10,,0.06190543721202697,0.14,0.0,1.2921106615203288
431_N,431,N,122,7,,0.0019500001,0.14,0.0,1.2864913
690_Mn,690,Mn,58,1,,0.10215,0.14,0.21,1.283553
250_W,250,W,82,10,,0.06117623664971836,0.14,0.0,1.2708338236241103
141_W,141,W,46,10,,0.06334079818224944,0.14,0.0,1.2551244433245807
364_N,364,N,113,7,,0.002005,0.14,0.0,1.2512994
227_W,227,W,75,10,,0.05936583535672305,0.14,0.0,1.2469475628182825
54_Ti,54,Ti,21,12,,0.53326666,0.14,0.0,1.2373831
248_W,248,W,80,10,,0.05930482974088644,0.14,0.0,1.2347494922014692
40_N,40,N,15,7,,0.001625,0.14,0.0,1.2122563
262_W,262,W,90,10,,0.0592956346233344,0.14,0.0,1.1998009950487851
455_W,455,W,126,10,,0.055950900791228164,0.14,0.0,1.1936811638914835
100_W,100,W,34,10,,0.05803710654942359,0.14,0.0,1.1901325537788652
732_N,732,N,71,7,,0.0019299998,0.14,0.0,1.1878102
540_Ni,540,Ni,11,4,,16.456200065612794,0.14,18.6,1.179824085599454
579_W,579,W,24,10,,0.05547553302400398,0.14,0.0,1.1730513904475957
153_W,153,W,49,10,,0.061749258452247796,0.14,0.0,1.1703431338662855
776_W,776,W,92,10,,0.06213896009587019,0.14,0.0,1.1686681562504138
521_YS/MPa,521,YS/MPa,3,14,,1783.5145,0.14,1729.4,1.1515763
361_N,361,N,112,7,,0.00172,0.14,0.0,1.1337401
238_W,238,W,78,10,,0.05696546197139202,0.14,0.0,1.1168553243066832
160_W,160,W,51,10,,0.05740763316029818,0.14,0.0,1.1095022636630492
780_N,780,N,94,7,,0.00158,0.14,0.0,1.0478524
815_N,815,N,101,7,,0.0015149999,0.14,0.0,1.0387255
212_Si,212,Si,68,2,,0.055599995,0.14,0.01,0.91362035
95_Mo,95,Mo,33,5,,2.8061294183206176,0.14,3.6,0.8628258796185773
226_Nb,226,Nb,74,8,,0.05084999,0.15,0.01,1.6746478
290_Si,290,Si,97,2,,0.53384995,0.15,0.01,1.6102011
250_Si,250,Si,82,2,,0.52645,0.15,0.01,1.5716299
153_Co,153,Co,49,9,,11.242457798837773,0.15,13.8,1.5247509774792083
267_Elong/%,267,Elong/%,93,16,,15.644611,0.15,12.6,1.4944662
830_YS/MPa,830,YS/MPa,106,14,,1090.3569,0.15,1019.7,1.4765205
261_N,261,N,89,7,,0.00474,0.15,0.0,1.4721206
290_UTS/MPa,290,UTS/MPa,97,15,,1710.11,0.15,1610.8,1.4545853
226_N,226,N,74,7,,0.0057350006,0.15,0.0,1.3912581
154_Co,154,Co,50,9,,11.654968268672327,0.15,13.8,1.3684752455824674
253_UTS/MPa,253,UTS/MPa,84,15,,1819.0542,0.15,1730.5,1.3559498
764_Ni,764,Ni,83,4,,10.492400012016297,0.15,8.45,1.355460286937193
293_W,293,W,99,10,,0.0659493381121596,0.15,0.0,1.3435306661899427
253_Mo,253,Mo,84,5,,2.76575537678612,0.15,2.0,1.343451434580908
109_W,109,W,37,10,,0.06211720983862933,0.15,0.0,1.3434429206030736
596_YS/MPa,596,YS/MPa,30,14,,1391.6786,0.15,1287.4,1.3359617
394_W,394,W,115,10,,0.05920729972935883,0.15,0.0,1.2853290973595322
224_W,224,W,72,10,,0.05962920660360241,0.15,0.0,1.2592674008284002
354_W,354,W,111,10,,0.057192731003693605,0.15,0.0,1.2329628951910996
364_W,364,W,113,10,,0.057010864446448525,0.15,0.0,1.227625562214394
250_Mo,250,Mo,82,5,,2.852463255515924,0.15,1.99,1.2096950425122337
446_W,446,W,124,10,,0.05561517073992232,0.15,0.0,1.1842138897768628
261_W,261,W,89,10,,0.05894025577081724,0.15,0.0,1.1741706234821856
312_YS/MPa,312,YS/MPa,104,14,,1378.7375,0.15,1435.2,1.1730603
770_N,770,N,86,7,,0.0016500001,0.15,0.0,1.16892
432_W,432,W,123,10,,0.05512774945202306,0.15,0.0,1.1674736784212272
462_W,462,W,130,10,,0.05502343110647086,0.15,0.0,1.1637416925989663
461_W,461,W,129,10,,0.05502343110647086,0.15,0.0,1.1637416925989663
460_W,460,W,128,10,,0.05502343110647086,0.15,0.0,1.1637416925989663
704_W,704,W,64,10,,0.059195451228527866,0.15,0.0,1.1563128775193499
253_C,253,C,84,0,,0.18818446,0.15,0.21,1.141474
151_W,151,W,48,10,,0.05972691787735268,0.15,0.0,1.122744231849477
332_N,332,N,108,7,,0.0018699999,0.15,0.0,1.1209265
167_W,167,W,54,10,,0.055445250801846584,0.15,0.0,1.1060481956615609
198_Elong/%,198,Elong/%,65,16,,12.439618,0.15,8.0,1.0603112
312_Cr,312,Cr,104,3,,12.502649,0.15,12.56,0.8157222
459_Cr,459,Cr,127,3,,12.507947,0.15,12.57,0.3984256
178_Ti,178,Ti,57,12,,0.018599998,0.16,0.03,1.5735829
589_C,589,C,27,0,,0.1952757,0.16,0.12,1.5291305
193_Ti,193,Ti,63,12,,1.1302,0.16,1.9,1.4607581
513_W,513,W,0,10,,0.07452127105805642,0.16,0.0,1.438056830575843
555_Elong/%,555,Elong/%,18,16,,16.978962,0.16,22.0,1.4261444
652_W,652,W,45,10,,0.06448144770670255,0.16,0.0,1.4207837170513724
253_Si,253,Si,84,2,,0.3987,0.16,0.01,1.3903323
780_C,780,C,94,0,,0.007545541,0.16,0.0,1.3871061
210_Ti,210,Ti,67,12,,0.17306668,0.16,0.28,1.3577218
227_V,227,V,75,6,,0.16139011,0.16,0.01,1.3573475
312_W,312,W,104,10,,0.06324304499643923,0.16,0.0,1.3542204610011583
267_Mo,267,Mo,93,5,,2.740297399144184,0.16,2.01,1.3526144118871366
290_W,290,W,97,10,,0.06509483411521913,0.16,0.0,1.3511133753748072
291_W,291,W,98,10,,0.06409975915196807,0.16,0.0,1.302669939555145
429_W,429,W,121,10,,0.058711446109429806,0.16,0.0,1.2631319540396875
557_UTS/MPa,557,UTS/MPa,19,15,,1607.7247,0.16,1440.0,1.2533469
431_W,431,W,122,10,,0.05758313698022273,0.16,0.0,1.2338737310276662
267_W,267,W,93,10,,0.05867990544560394,0.16,0.0,1.225493725306841
207_Mo,207,Mo,66,5,,2.461011553258615,0.16,3.07,1.218289225310441
312_Co,312,Co,104,9,,0.4571843805206672,0.16,0.01,1.2167948708603764
339_W,339,W,109,10,,0.05707754310861321,0.16,0.0,1.2124480995259965
823_N,823,N,103,7,,0.0019149999,0.16,0.0,1.1719005
423_W,423,W,120,10,,0.054451665627929524,0.16,0.0,1.146647093467195
459_W,459,W,127,10,,0.05453688625789996,0.16,0.0,1.1455702438716726
417_W,417,W,119,10,,0.05476133102631018,0.16,0.0,1.1453381727670322
53_Elong/%,53,Elong/%,20,16,,16.163746,0.16,19.0,1.1280597
460_C,460,C,128,0,,0.034986977,0.16,0.03,1.1101962
462_C,462,C,130,0,,0.034986977,0.16,0.03,1.1101962
461_C,461,C,129,0,,0.034986977,0.16,0.03,1.1101962
795_N,795,N,96,7,,0.00179,0.16,0.0,1.0620013
547_N,547,N,13,7,,0.00164,0.16,0.0,1.0455408
764_N,764,N,83,7,,0.0016350001,0.16,0.0,1.0394266
736_Cr,736,Cr,73,3,,14.970022,0.16,17.48,1.0362642
53_N,53,N,20,7,,0.0016300002,0.16,0.0,1.0354478
462_Cr,462,Cr,130,3,,12.514697,0.16,12.56,0.9382016
461_Cr,461,Cr,129,3,,12.514697,0.16,12.56,0.9382016
460_Cr,460,Cr,128,3,,12.514697,0.16,12.56,0.9382016
291_Si,291,Si,98,2,,0.52494997,0.17,0.01,1.4461963
267_Si,267,Si,93,2,,0.3969,0.17,0.01,1.4438488
589_Mn,589,Mn,27,1,,0.23355,0.17,0.54,1.4125624
21_Co,21,Co,8,9,,11.52368135109675,0.17,13.6,1.3991973131393112
639_UTS/MPa,639,UTS/MPa,40,15,,1950.1022,0.17,2067.0,1.3335463
595_W,595,W,29,10,,0.06911382412999831,0.17,0.0,1.3318097242248141
417_Elong/%,417,Elong/%,119,16,,16.72277,0.17,15.0,1.3248758
345_Elong/%,345,Elong/%,110,16,,18.014595,0.17,19.0,1.321318
70_Elong/%,70,Elong/%,25,16,,8.490519,0.17,6.0,1.3095083
293_Heat treatment/C,293,Heat treatment/C,99,13,,1053.28,0.17,1100.0,1.3045895182835716
109_Elong/%,109,Elong/%,37,16,,14.307864,0.17,12.0,1.2997168
630_W,630,W,38,10,,0.06496102423374764,0.17,0.0,1.2977759858522753
617_W,617,W,35,10,,0.07080289811226276,0.17,0.0,1.297315068239507
253_N,253,N,84,7,,0.0034699996,0.17,0.0,1.2817523
100_N,100,N,34,7,,0.00211,0.17,0.0,1.2459495
260_W,260,W,88,10,,0.061851732975815234,0.17,0.0,1.2387367099830033
227_Mo,227,Mo,75,5,,2.72267030930962,0.17,2.0,1.2384006763459412
690_UTS/MPa,690,UTS/MPa,58,15,,1949.7429,0.17,2135.9,1.2342669
596_W,596,W,30,10,,0.061830085434119324,0.17,0.0,1.175971709462251
345_W,345,W,110,10,,0.05556955679444669,0.17,0.0,1.1740434294365456
415_W,415,W,118,10,,0.05561432101181322,0.17,0.0,1.1705894970498933
412_W,412,W,116,10,,0.05561432101181322,0.17,0.0,1.1705894970498933
413_W,413,W,117,10,,0.05561432101181322,0.17,0.0,1.1705894970498933
210_Mn,210,Mn,67,1,,0.1159,0.17,0.01,1.1429337
361_W,361,W,112,10,,0.05445068841588795,0.17,0.0,1.140026245175394
552_N,552,N,16,7,,0.0017750001,0.17,0.0,1.0930842
130_Mn,130,Mn,41,1,,0.112799995,0.17,0.06,1.0913517
585_N,585,N,26,7,,0.0017649999,0.17,0.0,1.0889097
550_N,550,N,14,7,,0.0017649999,0.17,0.0,1.076685
767_N,767,N,85,7,,0.0016600001,0.17,0.0,1.0761538
829_N,829,N,105,7,,0.0017750002,0.17,0.0,1.0748944
27_Cr,27,Cr,10,3,,13.60938,0.17,14.5,0.895864
579_Co,579,Co,24,9,,7.623134954348473,0.17,9.2,0.8328628049708174
53_Ti,53,Ti,20,12,,0.16003335,0.17,0.08,0.7849719
617_Heat treatment/C,617,Heat treatment/C,35,13,,1044.13,0.18,982.0,1.52845467918372
552_YS/MPa,552,YS/MPa,16,14,,1131.6066,0.18,1047.3,1.4411207
262_N,262,N,90,7,,0.003835,0.18,0.0,1.3618248
636_N,636,N,39,7,,0.0056299996,0.18,0.0,1.3470557
528_Ti,528,Ti,6,12,,1.5582668,0.18,2.0,1.3376312
704_Ti,704,Ti,64,12,,0.65409994,0.18,0.2,1.3303788
260_N,260,N,88,7,,0.0036949997,0.18,0.0,1.3222194
455_YS/MPa,455,YS/MPa,126,14,,1268.389,0.18,1288.4,1.3044206
250_N,250,N,82,7,,0.0031599996,0.18,0.0,1.299916
283_Co,283,Co,95,9,,13.872788634475008,0.18,15.02,1.2653262491093027
455_Ti,455,Ti,126,12,,0.0325,0.18,0.01,1.250697
95_YS/MPa,95,YS/MPa,33,14,,2101.329,0.18,2466.6,1.2405404
226_Co,226,Co,74,9,,14.570693228303016,0.18,15.95,1.2059001303937116
764_UTS/MPa,764,UTS/MPa,83,15,,1228.0752,0.18,1168.5,1.1960945
332_W,332,W,108,10,,0.05677716194993826,0.18,0.0,1.191109760526699
688_V,688,V,56,6,,0.6586405,0.18,1.1,1.1624659
261_Co,261,Co,89,9,,14.648798172205261,0.18,13.75,1.1557992250507492
262_Mo,262,Mo,90,5,,2.723000686942648,0.18,1.98,1.1374680415324632
100_Ti,100,Ti,34,12,,0.021233331,0.18,0.0,1.1100003
540_N,540,N,11,7,,0.0017949999,0.18,0.0,1.0973977
566_N,566,N,22,7,,0.00177,0.18,0.0,1.0951619
830_N,830,N,106,7,,0.00177,0.18,0.0,1.0920309
776_Cr,776,Cr,92,3,,5.9152727,0.18,7.7,1.083192
215_N,215,N,69,7,,0.0017050001,0.18,0.0,1.0644873
54_W,54,W,21,10,,0.056374698345643175,0.18,0.0,1.044234918596714
555_Ni,555,Ni,18,4,,15.890099938008934,0.18,18.5,0.9798560145690031
552_C,552,C,16,0,,0.04768293,0.18,0.01,0.7136753
130_Cr,130,Cr,41,3,,3.3433619,0.18,1.95,0.6439738
153_Cr,153,Cr,49,3,,3.3804307,0.18,1.95,0.63370186
218_Heat treatment/C,218,Heat treatment/C,70,13,,811.88,0.18,830.0,0.1494426689441284
32_UTS/MPa,32,UTS/MPa,12,15,,1931.7941,0.19,2067.0,1.3494656
224_N,224,N,72,7,,0.002985,0.19,0.0,1.3074669
704_Elong/%,704,Elong/%,64,16,,12.608432,0.19,15.0,1.2545062
218_YS/MPa,218,YS/MPa,70,14,,1477.1345,0.19,1600.0,1.2490418
290_N,290,N,97,7,,0.0025499999,0.19,0.0,1.2372955
513_UTS/MPa,513,UTS/MPa,0,15,,1899.5054,0.19,1989.1,1.2259697
263_W,263,W,91,10,,0.06505423168286069,0.19,0.0,1.2121162007148063
283_W,283,W,95,10,,0.06440426499568418,0.19,0.0,1.197111972842435
744_Mo,744,Mo,77,5,,2.314238589432113,0.19,1.51,1.1865836450069733
238_Mo,238,Mo,78,5,,2.7109922050997937,0.19,1.97,1.1746023577747686
259_W,259,W,87,10,,0.06096855244736113,0.19,0.0,1.1643032073141049
589_W,589,W,27,10,,0.07181970560572261,0.19,0.0,1.1639907571263222
259_Mo,259,Mo,87,5,,2.6950070357257094,0.19,1.98,1.160543876842225
261_Mo,261,Mo,89,5,,2.6950070357257094,0.19,1.98,1.160543876842225
744_N,744,N,77,7,,0.001975,0.19,0.0,1.1241068
742_N,742,N,76,7,,0.0019699999,0.19,0.0,1.1136699
555_W,555,W,18,10,,0.057077268839491956,0.19,0.0,1.101286036352793
43_W,43,W,17,10,,0.057927924155573074,0.19,0.0,1.0763287502341061
810_N,810,N,100,7,,0.0016900002,0.19,0.0,1.0744734
250_Cr,250,Cr,82,3,,13.234358,0.19,14.04,1.0363065
455_Cr,455,Cr,126,3,,12.52023,0.19,12.57,1.0223095
253_Cr,253,Cr,84,3,,13.279425,0.19,14.08,0.9560306
767_C,767,C,85,0,,0.027613401,0.19,0.01,0.5792969
267_N,267,N,93,7,,0.0038450002,0.2,0.0,1.4724913
248_N,248,N,80,7,,0.0036,0.2,0.0,1.36262
688_YS/MPa,688,YS/MPa,56,14,,1486.6704,0.2,1667.4,1.3450613
620_N,620,N,36,7,,0.0030749997,0.2,0.0,1.3354583
151_Co,151,Co,48,9,,11.802249150416829,0.2,13.74,1.2777158177322874
651_N,651,N,44,7,,0.00239,0.2,0.0,1.2760694
776_Si,776,Si,92,2,,0.06469999,0.2,0.1,1.2312965
736_N,736,N,73,7,,0.0023299998,0.2,0.0,1.2144148
15_V,15,V,5,6,,0.20712888,0.2,0.41,1.1924179
153_UTS/MPa,153,UTS/MPa,49,15,,1744.3387,0.2,1646.7,1.1755805
387_W,387,W,114,10,,0.05495299985037047,0.2,0.0,1.1329375123096648
130_Heat treatment/C,130,Heat treatment/C,41,13,,846.75,0.2,899.0,1.1249528259000368
109_Ti,109,Ti,37,12,,0.020366667,0.2,0.0,1.0852405
259_C,259,C,87,0,,0.19036375,0.2,0.21,1.0302796
132_W,132,W,42,10,,0.05705787675142727,0.2,0.0,1.0198607974518974
32_W,32,W,12,10,,0.1173343619404734,0.2,0.0,0.9800374703487414
528_C,528,C,6,0,,0.066919886,0.2,0.01,0.7098743
154_Cr,154,Cr,50,3,,3.3590658,0.2,1.95,0.626081
53_Cr,53,Cr,20,3,,0.37746224,0.2,0.01,0.4997063
704_C,704,C,64,0,,0.024603486,0.2,0.01,0.48454466
339_Si,339,Si,109,2,,0.0139,0.21,0.02,1.5861553
227_Si,227,Si,75,2,,0.52564996,0.21,0.01,1.4426479
639_N,639,N,40,7,,0.0055,0.21,0.0,1.3082266
528_YS/MPa,528,YS/MPa,6,14,,1897.4719,0.21,1999.0,1.2682834
630_N,630,N,38,7,,0.0029149996,0.21,0.0,1.2356492
555_N,555,N,18,7,,0.0025749998,0.21,0.0,1.1997037
192_Ti,192,Ti,62,12,,1.4945332,0.21,2.03,1.1981056
361_Elong/%,361,Elong/%,112,16,,17.895857,0.21,19.0,1.1683307
339_Co,339,Co,109,9,,-0.3157743653900324,0.21,0.01,1.1422855759790698
259_YS/MPa,259,YS/MPa,87,14,,1361.1335,0.21,1290.0,1.0677212
450_W,450,W,125,10,,0.052702709125178264,0.21,0.0,1.0613186528914678
566_Elong/%,566,Elong/%,22,16,,16.739002,0.21,13.0,1.0285151
40_W,40,W,15,10,,0.05581220680422311,0.21,0.0,1.025719376342001
770_W,770,W,86,10,,0.05661158966742585,0.21,0.0,1.023123581214478
764_Si,764,Si,83,2,,0.09804999,0.21,0.04,1.0026598
528_W,528,W,6,10,,0.11265463929921424,0.21,0.0,0.8847498753588267
780_Cr,780,Cr,94,3,,8.678991,0.21,10.4,0.8529427
555_C,555,C,18,0,,0.036125,0.21,0.01,0.6212941
248_Si,248,Si,80,2,,0.5129,0.22,1.0,1.5145557
429_UTS/MPa,429,UTS/MPa,121,15,,1419.4689,0.22,1357.3,1.3720142
178_UTS/MPa,178,UTS/MPa,57,15,,1899.1266,0.22,2025.7,1.2799392
291_N,291,N,98,7,,0.002645,0.22,0.0,1.2045801
417_Co,417,Co,119,9,,-0.34097068921533286,0.22,0.01,1.1761983153536129
596_Cr,596,Cr,30,3,,13.639519,0.22,12.16,1.1749793
432_Ti,432,Ti,123,12,,0.026899999,0.22,0.05,1.158463
636_UTS/MPa,636,UTS/MPa,39,15,,1872.3833,0.22,1998.1,1.1580635
136_Cr,136,Cr,43,3,,4.9685836,0.22,2.01,1.1387239
250_C,250,C,82,0,,0.18953753,0.22,0.21,1.0853398
263_Mo,263,Mo,91,5,,2.775395616337168,0.22,1.97,1.0686122074996554
54_Elong/%,54,Elong/%,21,16,,13.81543,0.22,16.0,1.0396361
43_Cr,43,Cr,17,3,,6.6545,0.22,4.86,1.0277464
136_C,136,C,43,0,,0.15639794,0.22,0.12,1.0192035
146_W,146,W,47,10,,0.05603748589658764,0.22,0.0,0.9860151582856611
829_W,829,W,105,10,,0.058937915760453895,0.22,0.0,0.9369263426371444
566_W,566,W,22,10,,0.051187246572630254,0.22,0.0,0.9284505365103297
136_W,136,W,43,10,,0.0544222054704726,0.22,0.0,0.8778201391759142
261_C,261,C,89,0,,0.19347754,0.22,0.21,0.87508845
557_W,557,W,19,10,,0.06250086569210202,0.22,0.0,0.8730326138437073
387_Co,387,Co,114,9,,-0.20479229005499927,0.22,0.01,0.7921162076407944
767_Mn,767,Mn,85,1,,0.1286,0.22,0.04,0.68817645
523_YS/MPa,523,YS/MPa,4,14,,1802.8423,0.22,1757.6,0.6833032
53_Mn,53,Mn,20,1,,0.107549995,0.22,0.04,0.43766627
579_Cr,579,Cr,24,3,,0.46086377,0.22,0.01,0.284912
528_Cr,528,Cr,6,3,,0.07112238,0.22,0.01,0.1431388
617_UTS/MPa,617,UTS/MPa,35,15,,1671.9103,0.23,1495.1,1.3162917
227_N,227,N,75,7,,0.0035799998,0.23,0.0,1.2746267
81_Co,81,Co,28,9,,9.645668748518311,0.23,12.3,1.1130963667799605
585_Co,585,Co,26,9,,7.247654683992596,0.23,8.9,1.1037704073462071
795_W,795,W,96,10,,0.054656634195817615,0.23,0.0,1.0904385353194221
696_W,696,W,61,10,,0.07252413023879464,0.23,0.0,1.0584866229463452
596_V,596,V,30,6,,0.22070959,0.23,0.01,1.0269096
43_N,43,N,17,7,,0.0014800002,0.23,0.0,1.0165642
605_W,605,W,32,10,,0.05666852886095128,0.23,0.0,0.9640789037956036
767_Co,767,Co,85,9,,1.3102292373909261,0.23,0.01,0.9529064817224112
552_W,552,W,16,10,,0.05672878416090639,0.23,0.0,0.9188569068756633
459_C,459,C,127,0,,0.03531653,0.23,0.03,0.8229119
455_C,455,C,126,0,,0.035094902,0.23,0.03,0.77360344
519_V,519,V,2,6,,0.061381474,0.23,0.01,0.53589624
764_Ti,764,Ti,83,12,,0.19706666,0.24,0.23,1.2470853
81_UTS/MPa,81,UTS/MPa,28,15,,2183.9692,0.24,2432.2,1.2181201
736_W,736,W,73,10,,0.0647212585464826,0.24,0.0,1.1310580650919455
43_Elong/%,43,Elong/%,17,16,,14.803131,0.24,16.0,1.0922476
823_W,823,W,103,10,,0.0562030328085506,0.24,0.0,1.064435313112714
752_V,752,V,79,6,,0.23225357,0.24,0.01,1.0527151
312_N,312,N,104,7,,0.0013949999,0.24,0.0,1.0143174
210_W,210,W,67,10,,0.05647852773012211,0.24,0.0,1.0112302606204298
776_Ni,776,Ni,92,4,,10.807199974060058,0.24,12.2,0.9891884374615574
262_C,262,C,90,0,,0.19394219,0.24,0.21,0.89351004
767_Al,767,Al,85,11,,0.28440000060945747,0.24,0.08,0.8137252006661166
141_Ti,141,Ti,46,12,,0.13953334,0.24,0.0,0.5214913
109_Si,109,Si,37,2,,0.0148,0.25,0.02,1.4173619
461_Elong/%,461,Elong/%,129,16,,17.11862,0.25,16.0,1.2626357
460_Elong/%,460,Elong/%,128,16,,17.11862,0.25,16.0,1.2626357
462_Elong/%,462,Elong/%,130,16,,17.11862,0.25,16.0,1.2626357
161_N,161,N,52,7,,0.004875,0.25,0.0,1.2620103
695_UTS/MPa,695,UTS/MPa,60,15,,1914.1172,0.25,2101.5,1.2052313
345_Ti,345,Ti,110,12,,0.039766666,0.25,0.02,1.1728188
260_Elong/%,260,Elong/%,88,16,,16.307623,0.25,18.8,1.1618265
198_YS/MPa,198,YS/MPa,65,14,,1682.5615,0.25,1729.4,1.1249074
141_YS/MPa,141,YS/MPa,46,14,,1688.1155,0.25,1639.8,1.1235838
596_C,596,C,30,0,,0.15153502,0.25,0.08,1.0333272
450_Ti,450,Ti,125,12,,0.022900002,0.25,0.01,1.0294194
291_Co,291,Co,98,9,,12.55369653335394,0.25,13.64,1.0121394432313549
695_Elong/%,695,Elong/%,60,16,,6.928751,0.25,4.0,0.9668727
431_Cr,431,Cr,122,3,,12.493723,0.25,12.51,0.8489424
830_W,830,W,106,10,,0.059405439592290075,0.25,0.0,0.8337061656479037
810_W,810,W,100,10,,0.0499859276453107,0.25,0.0,0.8298748675327383
293_Mo,293,Mo,99,5,,2.9124301244413284,0.25,1.99,0.7956877921735689
345_C,345,C,110,0,,0.034052428,0.25,0.03,0.7471381
636_V,636,V,39,6,,0.067507476,0.25,0.01,0.6130603
293_Nb,293,Nb,99,8,,0.04575,0.26,0.01,1.4721942
550_Heat treatment/C,550,Heat treatment/C,14,13,,920.36,0.26,816.0,1.443107099794095
696_N,696,N,61,7,,0.0036300002,0.26,0.0,1.34786
40_Al,40,Al,15,11,,0.3383000004477799,0.26,0.57,1.2788792798812803
260_Si,260,Si,88,2,,0.55749995,0.26,1.0,1.2515754
291_Elong/%,291,Elong/%,98,16,,16.43388,0.26,18.6,1.1860532
178_Cr,178,Cr,57,3,,10.719882,0.26,8.5,1.1791298
693_Co,693,Co,59,9,,7.625872901593887,0.26,4.88,1.126536374774057
752_W,752,W,79,10,,0.07991581298317361,0.26,0.0,1.124522780284613
630_Elong/%,630,Elong/%,38,16,,14.404372,0.26,18.0,1.0939075
540_Ti,540,Ti,11,12,,0.45029998,0.26,0.64,1.0525683
742_W,742,W,76,10,,0.06246038353225174,0.26,0.0,1.008608701575025
566_Co,566,Co,22,9,,7.256125193070518,0.26,9.1,0.9557739608839889
260_Mo,260,Mo,88,5,,2.677352734614175,0.26,1.98,0.9375027754799271
248_Mo,248,Mo,80,5,,2.677352734614175,0.26,1.98,0.9375027754799271
132_N,132,N,42,7,,0.0013349998,0.26,0.0,0.93120694
354_Cr,354,Cr,111,3,,12.49013,0.26,12.51,0.8816677
547_W,547,W,13,10,,0.05684458725711941,0.26,0.0,0.824836336658133
15_W,15,W,5,10,,0.05371059208465822,0.26,0.0,0.8136040698452429
540_W,540,W,11,10,,0.05929376945071772,0.26,0.0,0.765658637556783
617_C,617,C,35,0,,0.13334174,0.26,0.15,0.66789496
519_YS/MPa,519,YS/MPa,2,14,,1802.8423,0.26,1761.1,0.630442
218_Ni,218,Ni,70,4,,17.101300017833708,0.26,18.5,0.6224694546528716
332_Ni,332,Ni,108,4,,8.50720012664795,0.26,8.26,0.45184154039812674
218_Cr,218,Cr,70,3,,0.09189769,0.26,0.01,0.23203385
192_Cr,192,Cr,62,3,,0.053843718,0.26,0.01,0.14217007
100_Heat treatment/C,100,Heat treatment/C,34,13,,943.83,0.27,996.0,1.5890863880562873
250_Ni,250,Ni,82,4,,0.7225000020302832,0.27,0.01,1.3963215585342215
693_N,693,N,59,7,,0.003615,0.27,0.0,1.2165943
795_Heat treatment/C,795,Heat treatment/C,96,13,,851.98,0.27,927.0,1.1787877693333266
552_Al,552,Al,16,11,,0.5058999959751964,0.27,0.09,1.1721764413566897
238_Elong/%,238,Elong/%,78,16,,15.943362,0.27,18.5,1.1135949
736_YS/MPa,736,YS/MPa,73,14,,1203.675,0.27,1136.5,1.101818
146_N,146,N,47,7,,0.00143,0.27,0.0,0.9696085
744_W,744,W,77,10,,0.06426875790571084,0.27,0.0,0.9467987194284513
460_UTS/MPa,460,UTS/MPa,128,15,,1321.2805,0.27,1295.3,0.94236326
462_UTS/MPa,462,UTS/MPa,130,15,,1321.2805,0.27,1295.3,0.94236326
461_UTS/MPa,461,UTS/MPa,129,15,,1321.2805,0.27,1295.3,0.94236326
744_Cr,744,Cr,77,3,,14.558049,0.27,16.42,0.9056752
585_W,585,W,26,10,,0.057289146238480415,0.27,0.0,0.901069516099797
780_W,780,W,94,10,,0.05122064479577961,0.27,0.0,0.8490091837760316
815_W,815,W,101,10,,0.05159808827168302,0.27,0.0,0.8476181122817553
695_W,695,W,60,10,,0.09879966151003097,0.27,0.0,0.8078483640640679
550_W,550,W,14,10,,0.05863521437493886,0.27,0.0,0.7984337539085002
617_Cr,617,Cr,35,3,,14.079386,0.27,14.5,0.47046134
605_V,605,V,32,6,,0.043503284,0.27,0.01,0.44316313
555_Cr,555,Cr,18,3,,0.51395494,0.27,0.01,0.3401758
569_Cr,569,Cr,23,3,,0.434089,0.27,0.01,0.27917376
198_Cr,198,Cr,65,3,,0.09769552,0.27,0.01,0.2711891
695_N,695,N,60,7,,0.0033799997,0.28,0.0,1.293264
178_N,178,N,57,7,,0.003645,0.28,0.0,1.2486484
605_Elong/%,605,Elong/%,32,16,,14.552124,0.28,18.0,1.1823742
136_Si,136,Si,43,2,,0.0417,0.28,0.06,1.0876106
267_YS/MPa,267,YS/MPa,93,14,,1380.6561,0.28,1465.6,1.0776712
212_Mn,212,Mn,68,1,,0.121199995,0.28,0.01,1.0725799
